Image,Mean,Variance,Entropy,LSB Ratio,Horizontal Difference,Vertical Difference,Label
img001.png,152.45272078501338,2515.6198654786854,6.531523873357722,0.4878456735057984,85.03596800358002,106.93897459165154,0
img002.png,63.53972556894244,3122.759532990284,6.980912820654016,0.49829317269076306,94.49073514602216,107.24739407066468,0
img003.png,134.04659498207886,2020.718185113535,7.185978085925115,0.49968591804308465,102.15564043610472,113.89068100358423,0
img004.png,137.66369696969696,1765.8290820899908,7.32394945255588,0.4968484848484849,114.27771359075707,129.19752293577983,0
img005.png,132.17899608669475,1075.9538499253308,6.88006064401516,0.500037627934979,103.67343702808819,128.8703280809926,0
img006.png,113.04224289665576,2245.7007551403976,7.479475136219901,0.5023887352275584,122.00756938603868,123.95761741122566,0
img007.png,141.4167,7311.27546111,7.2808505982444265,0.5621,106.36888888888889,121.5240404040404,0
img008.png,114.0809,5440.54695519,7.716135594366056,0.5067,111.27484848484849,132.2320202020202,0
img009.png,105.3745,4707.81264975,7.6946087232090035,0.5039,117.80747474747474,128.1288888888889,0
img010.png,97.5831,6333.067694390001,7.602526018899891,0.4971,108.47040404040403,113.82929292929293,0
img011.png,100.4335,7744.271177750001,7.166513305872835,0.5259,99.98191919191919,110.1570707070707,0
img012.png,78.8332,1848.6951777599998,7.252956828223604,0.4998,119.17545454545454,124.08383838383838,0
img013.png,110.43543851426563,3822.1774622557114,7.832984416077482,0.49521549788114905,118.80561349903536,121.99360280575257,0
img014.png,124.84147068170984,10102.223881909345,7.377067936226859,0.4868306054346099,110.40039824771007,113.13836256688752,0
img015.png,100.65761338271103,2895.697065996428,7.636080839055323,0.5000317065746753,108.57564317673378,109.13717821530321,0
img016.png,118.92016956715752,3268.6465945272494,7.536761291680049,0.5014279339580544,124.9919191919192,105.23210753461608,0
img017.png,102.79337851016479,6943.559042950401,7.691991261639085,0.4948613438023555,104.69294365984821,117.09088167286619,0
img018.png,195.43492563591715,1115.1686212785823,6.815807070887971,0.5028031320947042,105.31614622288706,109.63833255705636,0
img019.png,111.20745579971675,5134.348254521153,7.550153886129694,0.513225821188725,102.780595510765,97.39621724700662,0
img020.png,107.53247390865222,4686.0167043948695,7.427617865658833,0.5012484569633038,109.67315761313395,99.92227541537595,0
img021.png,115.33688531749497,3468.4413068581803,7.723577025827362,0.5029260197397153,119.74354556074766,108.66539135514019,0
img022.png,129.20725744843392,1210.5208080373618,7.1159448238276575,0.5004413886766828,105.94626154304439,104.13740250008516,0
