Image,Mean,Variance,Entropy,LSB Ratio,Horizontal Difference,Vertical Difference,Label
img001.png,152.45272078501338,2515.6198654786854,6.531523873357722,0.4878456735057984,85.03596800358002,106.93897459165154,0
img002.png,63.53972556894244,3122.759532990284,6.980912820654016,0.49829317269076306,94.49073514602216,107.24739407066468,0
img003.png,134.04659498207886,2020.718185113535,7.185978085925115,0.49968591804308465,102.15564043610472,113.89068100358423,0
img004.png,137.66369696969696,1765.8290820899908,7.32394945255588,0.4968484848484849,114.27771359075707,129.19752293577983,0
img005.png,132.17899608669475,1075.9538499253308,6.88006064401516,0.500037627934979,103.67343702808819,128.8703280809926,0
img006.png,113.04224289665576,2245.7007551403976,7.479475136219901,0.5023887352275584,122.00756938603868,123.95761741122566,0
img007.png,141.4167,7311.27546111,7.2808505982444265,0.5621,106.36888888888889,121.5240404040404,0
img008.png,114.0809,5440.54695519,7.716135594366056,0.5067,111.27484848484849,132.2320202020202,0
img009.png,105.3745,4707.81264975,7.6946087232090035,0.5039,117.80747474747474,128.1288888888889,0
img010.png,97.5831,6333.067694390001,7.602526018899891,0.4971,108.47040404040403,113.82929292929293,0
img011.png,100.4335,7744.271177750001,7.166513305872835,0.5259,99.98191919191919,110.1570707070707,0
img012.png,78.8332,1848.6951777599998,7.252956828223604,0.4998,119.17545454545454,124.08383838383838,0
img013.png,110.43543851426563,3822.1774622557114,7.832984416077482,0.49521549788114905,118.80561349903536,121.99360280575257,0
img014.png,124.84147068170984,10102.223881909345,7.377067936226859,0.4868306054346099,110.40039824771007,113.13836256688752,0
img015.png,100.65761338271103,2895.697065996428,7.636080839055323,0.5000317065746753,108.57564317673378,109.13717821530321,0
img016.png,118.92016956715752,3268.6465945272494,7.536761291680049,0.5014279339580544,124.9919191919192,105.23210753461608,0
img017.png,102.79337851016479,6943.559042950401,7.691991261639085,0.4948613438023555,104.69294365984821,117.09088167286619,0
img018.png,195.43492563591715,1115.1686212785823,6.815807070887971,0.5028031320947042,105.31614622288706,109.63833255705636,0
img019.png,111.20745579971675,5134.348254521153,7.550153886129694,0.513225821188725,102.780595510765,97.39621724700662,0
img020.png,107.53247390865222,4686.0167043948695,7.427617865658833,0.5012484569633038,109.67315761313395,99.92227541537595,0
img021.png,115.33688531749497,3468.4413068581803,7.723577025827362,0.5029260197397153,119.74354556074766,108.66539135514019,0
img022.png,129.20725744843392,1210.5208080373618,7.1159448238276575,0.5004413886766828,105.94626154304439,104.13740250008516,0
img023.png,104.3422417231751,6369.300623970412,7.581576770422833,0.5019177073425178,123.84400591096608,113.06756777584268,0
img024.png,104.37409420289855,3368.611253096492,7.674466367874425,0.503060125342734,114.56177253896232,103.79280275116679,0
img025.png,112.46869402672768,2537.699757876501,7.645492100570332,0.4977206149038864,122.64245457086945,136.55645016897563,0
img026.png,109.4438433534075,3992.119651031091,7.58853653918099,0.49948623728352215,104.9275086599569,115.02903666279784,0
img027.png,126.41983146067416,2463.424359522156,7.598808201034522,0.5016966292134831,111.2851323943662,116.98496431064376,0
img028.png,150.64188418199973,3828.4796192711387,7.51313046226691,0.5026743688489517,124.30261836441893,123.4397086786496,0
img029.png,126.80546396608572,1378.3176499781948,7.097070968277254,0.49749904672184464,119.11820229781482,118.71521013708514,0
img030.png,84.23714678178963,4368.3890616393655,7.343292038871974,0.4989697802197802,106.98821847579612,122.4060157790927,0
img031.png,47.479880846183256,1188.3610072242375,6.673572804632927,0.49389894227093156,96.80195075151903,96.07598784194529,0
img032.png,171.5158,4170.38955036,6.9544658407774635,0.5304,122.43040404040404,113.5580808080808,0
img033.png,128.4414,5802.556566040001,6.29265164680903,0.4966,107.77858585858586,98.64232323232324,0
img034.png,139.0008,8688.96279936,6.04675270790629,0.5808,108.09444444444445,90.68373737373737,0
img035.png,131.4184,5766.290141439999,6.849596108944106,0.506,125.529898989899,107.9679797979798,0
img036.png,196.8541,4265.44721319,5.743362439211436,0.6187,74.24,88.25616161616162,0
img037.png,188.9941,3021.6646651900005,5.953457971738711,0.5341,99.07242424242425,104.94,0
img038.png,184.8766,4614.81297244,5.777189720826599,0.5822,102.04343434343434,92.43444444444444,0
img039.png,70.24004424778761,1611.71026223993,6.90179859638132,0.5005530973451328,119.23129314738452,120.27157738095238,0
img040.png,178.52738366180816,4666.200826329925,6.854667733030629,0.45484480170451796,95.35275506230529,107.63657248997947,0
img041.png,112.51026392961877,3267.656433155062,7.653172964491453,0.49440642989030087,121.64674417335299,123.23501317523056,0
img042.png,92.964491857349,3271.5233217321024,7.2443068570229245,0.4939703153988868,110.02387858696778,118.80516505258774,0
img043.png,146.12687890559027,10649.178083469378,6.412857375112759,0.5650650228002027,89.93803056027164,99.40586557698037,0
img044.png,183.8537746052347,5761.083009221964,6.979727875292301,0.49491672074410553,98.02317391304348,103.83747927031509,0
img045.png,129.15235900878906,3807.079859852558,7.610599954545359,0.4971466064453125,115.14836090686275,98.97261029411764,0
img046.png,93.03376770019531,3965.088566163322,7.511385451798335,0.5019683837890625,106.53425245098039,106.84033394607843,0
img047.png,94.70912170410156,4800.387847702717,7.407728075019528,0.4958648681640625,99.69650735294118,82.51908700980393,0
img048.png,78.72317504882812,3072.162900417112,7.313935736281165,0.497344970703125,105.48295036764706,97.75811887254902,0
img049.png,102.21859741210938,5511.855993247591,7.194521179548643,0.477630615234375,103.08206188725491,99.15517769607843,0
img050.png,125.14016723632812,1871.1212833216414,7.351558859415754,0.50018310546875,109.40260416666666,108.02873774509804,0
