Image,Mean,Variance,Entropy,LSB Ratio,Horizontal Difference,Vertical Difference,Label
img001_stego.png,152.45294380017842,2515.6359436087955,6.531444066394552,0.48806868867082964,85.03596800358002,106.99682395644282,1
img002_stego.png,63.53929049531459,3122.7997280106592,6.9808908630964,0.49779116465863454,94.54229607250755,107.22184242588331,1
img003_stego.png,134.0472970476296,2020.7573240135619,7.185850406608965,0.49957506558770276,102.19361418082029,113.98555107526882,1
img004_stego.png,137.6637575757576,1765.8400319412303,7.3240119339780465,0.49696969696969695,114.2777439951353,129.1974617737003,1
img005_stego.png,132.17952287778448,1075.937706816304,6.880039827543486,0.4997366044551475,103.66377227423739,128.88928218010201,1
img006_stego.png,113.0422009890202,2245.7076734391107,7.479467964961336,0.5025144581342721,122.00756938603868,123.95765983623944,1
img007_stego.png,141.4113,7310.0545323100005,7.297538382687095,0.5567,106.3689898989899,121.52949494949495,1
img008_stego.png,114.0811,5440.57472279,7.716241698352273,0.5057,111.2489898989899,132.28353535353534,1
img009_stego.png,105.3748,4707.772524959999,7.694461978692263,0.503,117.80737373737374,128.12858585858586,1
img010_stego.png,97.5823,6332.7712267100005,7.604306827008884,0.4957,108.59969696969696,113.830101010101,1
img011_stego.png,100.4325,7743.96384375,7.167906716905188,0.5261,99.98191919191919,110.10636363636364,1
img012_stego.png,78.8334,1848.7130444400002,7.253136747190439,0.5,119.20121212121212,124.13535353535353,1
img013_stego.png,110.43538969281543,3822.174116562163,7.832980947473324,0.4952252621711875,118.80561349903536,121.99615972412712,1
img014_stego.png,124.84146406059644,10102.226508392045,7.377070643500415,0.4869034376820806,110.40548918093721,113.1383692058476,1
img015_stego.png,100.6575880174513,2895.69939491286,7.636084671141776,0.5001712155032467,108.56262075452511,109.13557565120065,1
img016_stego.png,118.92057117358323,3268.5692376925026,7.536464628592242,0.5019187862561356,124.934455667789,105.30075525984535,1
img017_stego.png,102.79332849891226,6943.565473732677,7.691959943818096,0.49481133254982373,104.69296878926471,117.09093193927818,1
